timestamp,input_path,output_txt,output_meta,pages,ocr_pages,ocr_mode,dpi,text_chars,ocr_chars,duration_sec,status,error
2025-12-23 03:56:45,CASE DOCS\02-24-00149-CV_24149CV-1.pdf,extracted_text\02-24-00149-CV_24149CV-1.txt,extracted_text\02-24-00149-CV_24149CV-1.json,2,1,always,300,373,0,0.19,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:45,CASE DOCS\02-24-00149-CV_24149CV.cor-1.pdf,extracted_text\02-24-00149-CV_24149CV.cor-1.txt,extracted_text\02-24-00149-CV_24149CV.cor-1.json,2,1,always,300,372,0,0.15,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:45,CASE DOCS\02-24-00149-CV_24149CV.cor_961223C6-03e9250a-1.pdf,extracted_text\02-24-00149-CV_24149CV.cor_961223C6-03e9250a-1.txt,extracted_text\02-24-00149-CV_24149CV.cor_961223C6-03e9250a-1.json,2,1,always,300,394,0,0.16,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:46,CASE DOCS\02-24-00149-CV_24149CV.cor_961223C6-1.pdf,extracted_text\02-24-00149-CV_24149CV.cor_961223C6-1.txt,extracted_text\02-24-00149-CV_24149CV.cor_961223C6-1.json,2,1,always,300,394,0,0.16,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:46,CASE DOCS\02-24-00149-CV_CORR OPINION PAGE_FILECOPY_FC8D2EE3-0f787c6f-1.pdf,extracted_text\02-24-00149-CV_CORR OPINION PAGE_FILECOPY_FC8D2EE3-0f787c6f-1.txt,extracted_text\02-24-00149-CV_CORR OPINION PAGE_FILECOPY_FC8D2EE3-0f787c6f-1.json,2,1,always,300,1554,0,0.24,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:46,CASE DOCS\02-24-00149-CV_MEM OPINION ISSD_OPINION ISSD_FILECOPY-1.pdf,extracted_text\02-24-00149-CV_MEM OPINION ISSD_OPINION ISSD_FILECOPY-1.txt,extracted_text\02-24-00149-CV_MEM OPINION ISSD_OPINION ISSD_FILECOPY-1.json,1,1,always,300,1457,0,0.2,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:46,CASE DOCS\02-24-00149-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY_BDCA6517-1-1.pdf,extracted_text\02-24-00149-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY_BDCA6517-1-1.txt,extracted_text\02-24-00149-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY_BDCA6517-1-1.json,1,1,always,300,690,0,0.18,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:46,CASE DOCS\02-24-00149-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY_BDCA6517-1.pdf,extracted_text\02-24-00149-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY_BDCA6517-1.txt,extracted_text\02-24-00149-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY_BDCA6517-1.json,1,1,always,300,690,0,0.18,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:47,CASE DOCS\02-24-00149-CV_PET MAND FLD_FILECOPY (2)-1.pdf,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)-1.txt,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)-1.json,1,1,always,300,1257,0,0.18,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:47,CASE DOCS\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-07353b0d-1.pdf,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-07353b0d-1.txt,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-07353b0d-1.json,1,1,always,300,1257,0,0.18,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:47,CASE DOCS\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1-1.pdf,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1-1.txt,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1-1.json,1,1,always,300,1257,0,0.19,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:47,CASE DOCS\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1.pdf,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1.txt,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1.json,1,1,always,300,1257,0,0.18,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:47,CASE DOCS\02-25-00164-CV_25164CV-1.pdf,extracted_text\02-25-00164-CV_25164CV-1.txt,extracted_text\02-25-00164-CV_25164CV-1.json,2,1,always,300,385,0,0.15,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:48,CASE DOCS\02-25-00164-CV_MANDAMUS_FILED - 04.10.2025-1.pdf,extracted_text\02-25-00164-CV_MANDAMUS_FILED - 04.10.2025-1.txt,extracted_text\02-25-00164-CV_MANDAMUS_FILED - 04.10.2025-1.json,1,1,always,300,1328,0,0.31,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:48,CASE DOCS\02-25-00164-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY-1.pdf,extracted_text\02-25-00164-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY-1.txt,extracted_text\02-25-00164-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY-1.json,1,1,always,300,668,0,0.17,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:48,CASE DOCS\02-25-00166-CV_25166CV-1.pdf,extracted_text\02-25-00166-CV_25166CV-1.txt,extracted_text\02-25-00166-CV_25166CV-1.json,2,1,always,300,387,0,0.16,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:48,CASE DOCS\02-25-00166-CV_MEM OPINION ISSD_OPINION ISSD_FILECOPY-1.pdf,extracted_text\02-25-00166-CV_MEM OPINION ISSD_OPINION ISSD_FILECOPY-1.txt,extracted_text\02-25-00166-CV_MEM OPINION ISSD_OPINION ISSD_FILECOPY-1.json,1,1,always,300,1642,0,0.19,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:48,CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf,extracted_text\02-25-00171-CV MANDAMUS RECORD-1.txt,extracted_text\02-25-00171-CV MANDAMUS RECORD-1.json,244,1,always,300,604,0,0.17,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:49,CASE DOCS\02-25-00171-CV_25171CV-1.pdf,extracted_text\02-25-00171-CV_25171CV-1.txt,extracted_text\02-25-00171-CV_25171CV-1.json,2,1,always,300,385,0,0.16,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:49,CASE DOCS\02-25-00171-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY-1.pdf,extracted_text\02-25-00171-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY-1.txt,extracted_text\02-25-00171-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY-1.json,1,1,always,300,668,0,0.17,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:49,CASE DOCS\02-25-00582-CV_25582CV-1.pdf,extracted_text\02-25-00582-CV_25582CV-1.txt,extracted_text\02-25-00582-CV_25582CV-1.json,2,1,always,300,391,0,0.16,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:49,CASE DOCS\02-25-00582-CV_PET MAND FLD_FILECOPY-1.pdf,extracted_text\02-25-00582-CV_PET MAND FLD_FILECOPY-1.txt,extracted_text\02-25-00582-CV_PET MAND FLD_FILECOPY-1.json,2,1,always,300,1463,0,0.19,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
2025-12-23 03:56:49,CASE DOCS\02.01.24 - Agreed Order to Consolidation-1.pdf,extracted_text\02.01.24 - Agreed Order to Consolidation-1.txt,extracted_text\02.01.24 - Agreed Order to Consolidation-1.json,3,1,always,300,1342,0,0.19,error,"(1, 'Error opening data file C:\\Users\\chuck\\anaconda3\\envs\\video_notes\\share\\eng.traineddata Please make sure the TESSDATA_PREFIX environment variable is set to your ""tessdata"" directory. Failed loading language \'eng\' Tesseract couldn\'t load any languages! Could not initialize tesseract.')"
